NumRounds	Winrate		LossRate
0		0		0.9		-14.899
10		0.15		0.85		-1.799
20		0.2		0.834		2.834
30		0.225		0.8		6.776
40		0.24		0.78		9.24
50		0.267		0.75		12.717
60		0.229		0.786		9.043
70		0.263		0.75		12.588
80		0.278		0.734		14.367
90		0.29		0.72		15.511
100		0.282		0.728		14.946
110		0.284		0.725		15.067
120		0.293		0.716		16.185
130		0.3		0.708		16.829
140		0.314		0.694		18.247
150		0.319		0.688		18.782
160		0.33		0.677		19.859
170		0.339		0.667		20.767
180		0.337		0.669		20.643
190		0.335		0.67		20.525
200		0.334		0.672		20.234
210		0.323		0.682		19.114
220		0.318		0.687		18.466
230		0.309		0.696		17.73
240		0.32		0.684		18.688
250		0.32		0.685		18.851
260		0.315		0.689		18.426
270		0.311		0.693		18.036
280		0.307		0.697		17.666
290		0.31		0.694		18.091
300		0.313		0.691		18.31
310		0.319		0.685		18.897
320		0.316		0.688		18.646
330		0.312		0.692		18.371
340		0.312		0.692		18.378
350		0.312		0.692		18.412
360		0.319		0.684		19.176
370		0.316		0.687		18.814
380		0.316		0.688		18.836
390		0.323		0.68		19.466
400		0.325		0.679		19.683
410		0.317		0.686		18.946
420		0.314		0.689		18.714
430		0.321		0.682		19.305
440		0.325		0.678		19.698
450		0.324		0.679		19.701
460		0.324		0.679		19.698
470		0.323		0.68		19.625
480		0.327		0.676		19.976
490		0.324		0.678		19.75
500		0.328		0.675		20.128
510		0.329		0.674		20.247
520		0.325		0.678		19.925
530		0.323		0.68		19.717
540		0.324		0.679		19.839
550		0.322		0.681		19.609
560		0.32		0.683		19.479
570		0.319		0.683		19.507
580		0.321		0.682		19.658
590		0.322		0.68		19.757
600		0.32		0.682		19.561
610		0.318		0.684		19.336
620		0.321		0.681		19.67
630		0.322		0.68		19.86
640		0.32		0.682		19.617
650		0.319		0.684		19.493
660		0.318		0.684		19.495
670		0.318		0.684		19.486
680		0.321		0.682		19.761
690		0.322		0.68		19.885
700		0.32		0.682		19.736
710		0.319		0.684		19.503
720		0.318		0.684		19.481
730		0.317		0.686		19.365
740		0.315		0.688		19.191
750		0.315		0.689		19.139
760		0.313		0.69		19.029
770		0.315		0.689		19.106
780		0.316		0.689		19.189
790		0.313		0.692		18.9
800		0.312		0.693		18.745
810		0.309		0.696		18.513
820		0.307		0.698		18.245
830		0.304		0.7		17.964
840		0.303		0.702		17.812
850		0.304		0.7		17.924
860		0.304		0.7		17.876
870		0.302		0.703		17.625
880		0.3		0.704		17.538
890		0.304		0.7		17.887
900		0.303		0.702		17.792
910		0.305		0.699		18
920		0.308		0.696		18.366
930		0.312		0.692		18.789
940		0.313		0.691		18.895
950		0.313		0.691		18.842
960		0.314		0.69		18.951
970		0.312		0.692		18.697
980		0.314		0.69		18.878
990		0.311		0.692		18.653
1000		0.311		0.693		18.66
1010		0.311		0.693		18.643
1020		0.312		0.692		18.738
1030		0.311		0.693		18.659
1040		0.312		0.692		18.761
1050		0.309		0.695		18.488
1060		0.31		0.694		18.586
1070		0.312		0.692		18.713
1080		0.312		0.692		18.724
1090		0.312		0.691		18.777
1100		0.313		0.691		18.856
1110		0.314		0.69		18.95
1120		0.316		0.688		19.127
1130		0.317		0.686		19.281
1140		0.316		0.687		19.202
1150		0.314		0.689		19.02
1160		0.315		0.689		19.124
1170		0.316		0.688		19.208
1180		0.315		0.689		19.097
1190		0.314		0.69		19.01
1200		0.315		0.689		19.077
1210		0.316		0.687		19.196
1220		0.317		0.687		19.268
1230		0.317		0.687		19.236
1240		0.316		0.687		19.261
1250		0.317		0.686		19.335
1260		0.319		0.685		19.489
1270		0.319		0.684		19.518
1280		0.318		0.686		19.367
1290		0.318		0.685		19.425
1300		0.318		0.685		19.416
1310		0.32		0.683		19.616
1320		0.32		0.683		19.591
1330		0.319		0.684		19.519
1340		0.319		0.684		19.498
1350		0.319		0.684		19.497
1360		0.319		0.684		19.576
1370		0.319		0.684		19.558
1380		0.319		0.684		19.518
1390		0.319		0.684		19.548
1400		0.32		0.683		19.677
1410		0.32		0.683		19.673
1420		0.32		0.683		19.671
1430		0.319		0.685		19.5
1440		0.32		0.684		19.627
1450		0.32		0.684		19.596
1460		0.319		0.685		19.522
1470		0.319		0.684		19.561
1480		0.32		0.684		19.596
1490		0.318		0.686		19.455
1500		0.318		0.687		19.354
1510		0.32		0.684		19.616
1520		0.321		0.684		19.677
