NumRounds	Winrate		LossRate
0		0		0.9		-18.5
10		0.15		0.8		1.75
20		0.234		0.734		9.5
30		0.225		0.775		7.875
40		0.18		0.82		3.241
50		0.167		0.834		1.217
60		0.186		0.815		2.6
70		0.188		0.813		2.563
80		0.167		0.834		0.423
90		0.17		0.83		0.42
100		0.182		0.819		2.11
110		0.175		0.825		1.375
120		0.17		0.831		0.801
130		0.172		0.829		0.736
140		0.167		0.834		0.334
150		0.169		0.832		0.601
160		0.159		0.842		-0.641
170		0.162		0.845		-0.577
180		0.169		0.837		0.169
190		0.17		0.835		0.53
200		0.177		0.829		1.248
210		0.178		0.828		1.16
220		0.174		0.831		0.774
230		0.175		0.83		1.13
240		0.18		0.824		1.729
250		0.181		0.824		1.839
260		0.189		0.815		2.76
270		0.193		0.811		3.358
280		0.19		0.814		3.366
290		0.2		0.807		4.217
300		0.2		0.81		4.297
310		0.2		0.81		4.232
320		0.197		0.813		3.885
330		0.2		0.809		4.259
340		0.195		0.815		3.772
350		0.189		0.82		3.253
360		0.187		0.822		2.99
370		0.185		0.824		2.677
380		0.185		0.824		2.795
390		0.183		0.825		2.556
400		0.181		0.827		2.315
410		0.181		0.827		2.21
420		0.189		0.821		3.021
430		0.189		0.821		3.019
440		0.187		0.823		2.889
450		0.19		0.82		3
460		0.186		0.824		2.483
470		0.186		0.823		2.538
480		0.19		0.819		2.86
490		0.19		0.818		2.899
500		0.193		0.82		2.957
510		0.193		0.822		3.004
520		0.189		0.825		2.667
530		0.191		0.823		2.908
540		0.19		0.824		2.835
550		0.186		0.827		2.5
560		0.188		0.827		2.632
570		0.187		0.826		2.507
580		0.187		0.826		2.47
590		0.189		0.824		2.729
600		0.191		0.822		2.938
610		0.189		0.825		2.736
620		0.188		0.826		2.613
630		0.19		0.824		2.805
640		0.19		0.825		2.784
650		0.187		0.828		2.467
660		0.187		0.827		2.438
670		0.184		0.83		2.033
680		0.183		0.831		1.967
690		0.183		0.83		1.942
700		0.182		0.831		1.806
710		0.18		0.834		1.51
720		0.183		0.831		1.85
730		0.182		0.832		1.723
740		0.179		0.834		1.458
750		0.185		0.828		2.054
760		0.188		0.826		2.326
770		0.192		0.825		2.653
780		0.195		0.821		3.054
790		0.194		0.822		2.999
800		0.193		0.823		2.894
810		0.193		0.822		2.874
820		0.198		0.819		3.341
830		0.197		0.82		3.289
840		0.196		0.82		3.246
850		0.196		0.82		3.213
860		0.197		0.819		3.296
870		0.198		0.818		3.412
880		0.197		0.818		3.306
890		0.199		0.816		3.549
900		0.199		0.816		3.616
910		0.203		0.812		3.924
920		0.204		0.811		4.056
930		0.207		0.808		4.418
940		0.206		0.809		4.376
950		0.207		0.808		4.49
960		0.209		0.807		4.708
970		0.209		0.807		4.668
980		0.21		0.806		4.756
990		0.209		0.805		4.776
1000		0.211		0.803		4.931
1010		0.21		0.804		4.84
1020		0.21		0.804		4.823
1030		0.21		0.804		4.836
1040		0.212		0.802		5.054
1050		0.214		0.8		5.286
1060		0.215		0.8		5.376
1070		0.214		0.8		5.39
1080		0.217		0.798		5.661
1090		0.217		0.798		5.691
1100		0.218		0.798		5.757
1110		0.22		0.795		6.034
1120		0.223		0.793		6.299
1130		0.222		0.793		6.283
1140		0.222		0.793		6.219
1150		0.222		0.793		6.204
1160		0.222		0.794		6.2
1170		0.223		0.793		6.29
1180		0.223		0.793		6.243
1190		0.224		0.792		6.328
1200		0.224		0.793		6.304
1210		0.224		0.792		6.391
1220		0.223		0.793		6.362
1230		0.224		0.793		6.388
1240		0.223		0.794		6.261
1250		0.225		0.792		6.497
1260		0.226		0.791		6.596
1270		0.228		0.789		6.848
1280		0.231		0.786		7.151
1290		0.232		0.786		7.275
1300		0.233		0.784		7.402
1310		0.234		0.784		7.479
1320		0.237		0.781		7.789
1330		0.239		0.78		8.018
1340		0.24		0.778		8.162
1350		0.238		0.78		7.979
1360		0.238		0.78		7.99
1370		0.238		0.779		8.006
1380		0.239		0.778		8.122
1390		0.24		0.778		8.155
1400		0.24		0.777		8.208
1410		0.239		0.778		8.103
1420		0.242		0.776		8.387
1430		0.241		0.776		8.331
1440		0.242		0.776		8.344
1450		0.241		0.777		8.232
1460		0.242		0.775		8.373
1470		0.242		0.775		8.348
1480		0.243		0.774		8.461
1490		0.246		0.771		8.78
1500		0.245		0.772		8.675
1510		0.244		0.773		8.584
1520		0.244		0.773		8.556
1530		0.243		0.774		8.442
1540		0.244		0.773		8.554
1550		0.243		0.774		8.465
1560		0.244		0.772		8.586
1570		0.244		0.773		8.57
1580		0.245		0.772		8.678
1590		0.245		0.771		8.714
1600		0.245		0.771		8.746
1610		0.247		0.769		8.93
1620		0.247		0.769		8.98
1630		0.248		0.768		9.103
1640		0.248		0.767		9.147
1650		0.248		0.767		9.086
1660		0.249		0.766		9.183
1670		0.249		0.767		9.178
1680		0.248		0.767		9.053
1690		0.248		0.768		9.035
1700		0.248		0.767		9.116
1710		0.249		0.766		9.167
1720		0.25		0.765		9.332
1730		0.25		0.765		9.335
1740		0.25		0.765		9.282
1750		0.249		0.765		9.29
1760		0.25		0.764		9.391
1770		0.25		0.764		9.422
1780		0.25		0.765		9.356
1790		0.25		0.764		9.452
1800		0.251		0.764		9.482
1810		0.251		0.764		9.483
1820		0.252		0.763		9.577
1830		0.254		0.761		9.791
1840		0.256		0.76		9.987
1850		0.255		0.76		9.95
1860		0.256		0.76		9.983
1870		0.256		0.759		10.065
1880		0.258		0.757		10.271
1890		0.259		0.756		10.354
